,Address,Area,City,HomeType,isNew,Latitude,Longitude,PostalCode,Price,ID,PaymentOnAccount,DistanceToShopping,DistanceToTransportation,DistanceToSchool,DistanceToForest,DistanceToWater,Balcony,Floors,Rooms,Toilets,Connection,LivingArea,YearOfConstruction,EstateValue,EnergyRating,Level,GroundArea,LandValue,Sewers,Basement,PriceDevelopment,Accessories,Heating,Windows,YearOfValuation,Exterior,NetOwnerFee,GrossOwnerFee
41894,Tangbroen 6,157.0,Hedensted,Villa,False,55.7655284445803,9.7222015493785,8722,2.895.000 ,6360000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41895,Hedensted Skovvej 5,114.0,Hedensted,Villa,False,55.751921959096,9.6973252586197,8722,1.140.000 ,6360000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41896,Fogedvænget 134,172.0,Hedensted,Villa,False,55.7656339304534,9.6965587051447,8722,2.195.000 ,636A00101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41897,Ved Bækken 67,239.0,Hedensted,Villa,False,55.764789772080604,9.718900900862401,8722,2.825.000 ,6360000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41956,"Bankagervej 35, Ølsted",98.0,Løsning,Andelsbolig,False,55.8098581582197,9.7583276751403,8723,735.000 ,6360000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41957,Kirkevej 26,111.0,Løsning,Villa,False,55.80091408824799,9.695986707222401,8723,1.025.000 ,6360000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41958,Fasanvej 45,182.0,Løsning,Villa,False,55.8067186928532,9.6953059283037,8723,1.395.000 ,6360000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41959,Toftevænget 8,125.0,Løsning,Villa,False,55.8050822421558,9.6997922630341,8723,1.595.000 ,6360000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41960,"Linde Alle 15, Ølsted",155.0,Løsning,Villa,False,55.8113489641425,9.7660531006026,8723,2.295.000 ,6360000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41961,"Spættevej 16, Ø Snede",164.0,Løsning,Villa,False,55.7954998097052,9.6515068068241,8723,1.675.000 ,6360000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41962,Jernbanegade 34,132.0,Løsning,Villa,False,55.800102168925896,9.7002272903305,8723,1.295.000 ,6360000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41963,Kirkevej 15,175.0,Løsning,Villa,False,55.8012841226561,9.6963654817645,8723,1.585.000 ,6360000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41964,Merkurvej 46,220.0,Løsning,Villa,False,55.7916526342673,9.6956730709589,8723,1.895.000 ,6360000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41965,Merringvej 111,250.0,Løsning,Landejendom,False,55.8220385173567,9.687653650949098,8723,2.995.000 ,7170000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41966,Gammelgade 3A,211.0,Løsning,Villa,False,55.8046214837792,9.7046990946361,8723,1.525.000 ,636K00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41967,Jupitervej 60,139.0,Løsning,Villa,False,55.7888179869577,9.6933013948985,8723,2.295.000 ,636A00190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41968,Østergade 21,160.0,Løsning,Villa,False,55.8039543906416,9.7065333657788,8723,1.395.000 ,636A00079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41969,"Højmarksvej 76, Kragelund",100.0,Løsning,Villa,False,55.8061049958619,9.647777929069001,8723,849.000 ,636G00474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42011,Møllevej 3,110.0,Hovedgård,Villa,False,55.9468851742074,9.9596271165296,8732,1.095.000 ,7210000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42012,"Langdammen 4, Grumstrup",198.0,Hovedgård,Villa,False,55.96342719756289,9.98201779427,8732,2.195.000 ,6070000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42013,Østergade 15,78.0,Hovedgård,Villa,False,55.947943390779294,9.964381356353,8732,1.495.000 ,7210000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42014,Grumstrupvej 8,222.0,Hovedgård,Landejendom,False,55.97346862977321,9.9578100851614,8732,2.498.000 ,607-01813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42015,Tornbjerg  77,215.0,Hovedgård,Villa,False,55.9469449734081,9.9549251513693,8732,1.895.000 ,7210000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42016,"Elbjergvej 28A, Kattrup",150.0,Hovedgård,Villa,False,55.953668461733294,9.9197417584171,8732,2.495.000 ,717B00775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42017,Ørskovbæk Parken 2,918.0,Hovedgård,Helårsgrund,False,55.946842475222,9.9452955974063,8732,625.000 ,602B00920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42018,Ørskovbæk Parken 25,1009.0,Hovedgård,Helårsgrund,False,55.946052638021605,9.9445591594192,8732,675.000 ,602B00936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42019,Ørskovbæk Parken 23,986.0,Hovedgård,Helårsgrund,False,55.94579851448171,9.9445492907076,8732,675.000 ,602B00935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42020,Ørskovbæk Parken 3,1192.0,Hovedgård,Helårsgrund,False,55.9463397687475,9.946040904208699,8732,700.000 ,602B00921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42050,"Vestbirkvej 5, Gammelstrup",124.0,Brædstrup,Villa,False,55.9756162306279,9.6954468966993,8740,1.565.000 ,7170000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42051,"Bytoften 11, Sdr Vissing",207.0,Brædstrup,Villa,False,56.022577316880295,9.644373534621199,8740,2.245.000 ,7170000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42052,"Granvangen 15, Sdr Vissing",158.0,Brædstrup,Villa,False,56.018046624942706,9.642570877290302,8740,1.995.000 ,7170000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42053,"Ll. Clemens 8, Nim",137.0,Brædstrup,Villa,False,55.928808967860405,9.6881951684474,8740,1.875.000 ,7210000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42054,"Søbækvej 7, Troelstrup",241.0,Brædstrup,Villa,False,55.9970676525373,9.6221407243985,8740,2.185.000 ,717N00460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42055,Fredsbovej 11,174.0,Brædstrup,Villa,False,55.98252375676121,9.612355262367,8740,2.785.000 ,717K00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42056,"Bredvadmøllevej 13, Træden",154.0,Brædstrup,Villa,False,55.9622703336915,9.6557829075866,8740,365.000 ,721S00506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42057,"Bygaden 4, Underup",110.0,Brædstrup,Villa,False,55.943381600861905,9.694737697649,8740,1.245.000 ,717N00474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42058,Vindbjergvej 17,2568.0,Brædstrup,Fritidsgrund,False,56.0109250721646,9.551968534998801,8740,295.000 ,605-00464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42178,Vestervej 14,123.0,Gedved,Villa,True,55.936310798078395,9.840153081201901,8751,795.000 ,7170000159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42179,Strået 8,980.0,Gedved,Helårsgrund,False,55.9339988486706,9.8525282274277,8751,645.000 ,721C00009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42180,Strået 1,897.0,Gedved,Helårsgrund,False,55.9336209869394,9.8522851048054,8751,725.000 ,721C00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42206,"Kvægenbjergvej 1, Såby",244.0,Østbirk,Villa,False,55.987160324318,9.789446293800198,8752,2.195.000 ,7210000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42207,Kvægenbjergvej 7,160.0,Østbirk,Landejendom,False,55.9840139776219,9.798996509347301,8752,2.248.000 ,607-01341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42259,"Løsningvej 6, Haurum",239.0,Flemming,Villa,False,55.8381737800002,9.6581890402086,8762,1.985.000 ,7170000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42260,"Hornborgvej 20, Hornborg",112.0,Flemming,Landejendom,False,55.8623981072525,9.6664707208564,8762,995.000 ,7170000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42261,Flemmingvej 36,168.0,Flemming,Villa,False,55.871145450837204,9.6622249000499,8762,1.295.000 ,717N00556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42262,Hornborgvej 36,244.0,Flemming,Villa,False,55.870217675447904,9.665048580288198,8762,1.195.000 ,636M00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42339,Lindevej 26,85.0,Hornsyld,Villa,False,55.750585740454596,9.852298253317901,8783,975.000 ,6450000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42340,"Søren Nielsens Vej 7, Bjerre",145.0,Hornsyld,Villa,False,55.786953268033294,9.8579697821684,8783,1.195.000 ,7210000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42341,"Bjerrevej 321, Bjerre",142.0,Hornsyld,Villa,False,55.7916872647981,9.8476815499973,8783,949.000 ,7170000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42342,"Søren Nielsens Vej 6, Bjerre",193.0,Hornsyld,Villa,False,55.7864156797221,9.857940904143,8783,1.695.000 ,7170000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42343,"Bråskovvej 42B, Bråskov",148.0,Hornsyld,Villa,False,55.7616560136042,9.8270411383843,8783,995.000 ,7170000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42344,Skovparken 7,189.0,Hornsyld,Villa,False,55.75268922993361,9.859891089278001,8783,1.595.000 ,717B00752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42401,Østervænget 27,129.0,Viborg,Villa,False,56.44859245821711,9.443405372768499,8800,1.495.000 ,7130000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42402,"Nonbo Krat 38, Hald Ege",210.0,Viborg,Villa,False,56.4134158591386,9.368857861298,8800,3.635.000 ,7130000098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42403,"Flintevej 18, Mønsted",158.0,Viborg,Villa,False,56.4476786458568,9.1818456716156,8800,1.445.000 ,713000460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42404,Arildsvej 45,177.0,Viborg,Villa,False,56.4711575728675,9.423075145641599,8800,2.595.000 ,7130000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42405,Hyrdebakken 242,193.0,Viborg,Rækkehus,False,56.460959392352706,9.439229454878,8800,2.295.000 ,7130000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42406,Asmildhøjen 18,192.0,Viborg,Villa,False,56.4522271289845,9.435476504415599,8800,2.795.000 ,7130000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42407,"Langgade 75, Sparkær",140.0,Viborg,Villa,False,56.4688871542065,9.2257438135303,8800,1.795.000 ,7130000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42408,Vestre Skivevej 140,175.0,Viborg,Landejendom,False,56.40715390928571,9.1214086261625,8800,2.795.000 ,713500035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42409,Guldborgvej 4,128.0,Viborg,Landejendom,False,56.37166427710521,9.2710852720566,8800,2.295.000 ,7130000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42410,"St. Sct. Mikkels Gade 8, 1.",108.0,Viborg,Ejerlejlighed,False,56.4485948271206,9.410318487628,8800,1.385.000 ,7130000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42411,"Pebermyntevej 47, 2. th.",85.0,Viborg,Ejerlejlighed,False,56.4646542910631,9.390282084273501,8800,695.000 ,7130000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42412,Anholtvej 8,147.0,Viborg,Villa,False,56.455135333108394,9.3821202078895,8800,1.695.000 ,7130000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42413,Hyrdebakken 66,102.0,Viborg,Rækkehus,False,56.4600987798759,9.4423671530321,8800,1.645.000 ,713700043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42414,Asmild Hegn 81,165.0,Viborg,Villa,False,56.4465945255298,9.4545536402034,8800,3.645.000 ,713000475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42415,Asmildvej 13,178.0,Viborg,Villa,False,56.4525510893777,9.4413325999481,8800,2.495.000 ,713000474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42416,"Markvænget 13, Sjørup",197.0,Viborg,Villa,False,56.4279759764353,9.086494710665301,8800,1.125.000 ,713000465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42417,"Billingevej 2, Sparkær",205.0,Viborg,Villa,False,56.480938923977696,9.2226134163405,8800,2.195.000 ,713000445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42418,Asmild Vænge 155,234.0,Viborg,Villa,False,56.4485988418117,9.458830951277198,8800,5.345.000 ,713000339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42419,"Reberbanen 26, 1. th. 9.",104.0,Viborg,Ejerlejlighed,False,,,8800,1.475.000 ,713300015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42420,"Vinkelvej 253, Vinkel",294.0,Viborg,Landejendom,False,56.4139210971294,9.512867476155,8800,1.775.000 ,713500033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42421,Vejlevej 10,290.0,Viborg,Villa,False,56.4001496598986,9.368488971465599,8800,5.900.000 ,713000390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42422,"Granstien 5, Birgittelyst",288.0,Viborg,Villa,False,56.399607225485,9.3815790108092,8800,2.195.000 ,713000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42601,"Bakkestien 5, Rødding",100.0,Tjele,Villa,True,56.4995617258055,9.505303747232,8830,945.000 ,713000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42602,"Hyldemosevej 6, Hammershøj",164.0,Tjele,Villa,False,56.5010738672845,9.7464911232753,8830,1.395.000 ,7130000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42603,"Nørremarksvej 6, Vejrumbro",159.0,Tjele,Villa,False,56.4426211344804,9.5499699368329,8830,1.320.000 ,7130000090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42604,"Randersvej 23, Hammershøj",221.0,Tjele,Villa,False,56.5005938396092,9.7564251292623,8830,2.290.000 ,7130000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42605,"Randersvej 40, Hammershøj",317.0,Tjele,Villa,False,56.49969855681461,9.757939343352,8830,2.195.000 ,7130000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42606,"Høegsvej 31, Hammershøj",138.0,Tjele,Villa,False,56.50290307104079,9.7505986440105,8830,1.395.000 ,7130000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42607,"Fælledparken 9, Vejrumbro",181.0,Tjele,Villa,False,56.443974095998605,9.5544349058703,8830,2.195.000 ,7130000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42608,"Kirkegade 6, Rødding",153.0,Tjele,Villa,False,56.5023844482145,9.5041046757866,8830,720.000 ,7130000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42609,"Stadionvej 11, Hammershøj",144.0,Tjele,Villa,False,56.49797946882261,9.7532256630326,8830,995.000 ,601S01003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42610,"Kirkehøj 12, Løvel",140.0,Tjele,Villa,False,56.532459465809204,9.463580116227599,8830,1.545.000 ,713000302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42611,"Vorningvej 106, Vorning",167.0,Tjele,Villa,False,56.53103521145639,9.726207718713699,8830,695.000 ,713000342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42612,"Marie Grubbes Vej 3, Foulum",148.0,Tjele,Villa,False,,,8830,995.000 ,713000268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42684,"Strandvejen 39, Hjarbæk",49.0,Løgstrup,Fritidshus,False,56.532755557744,9.3277214886343,8831,749.000 ,713200036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42732,Fjordvænget 42,157.0,Skals,Villa,False,56.548916346029394,9.3988405620751,8832,1.395.000 ,713000389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42733,Vesterled 25C,175.0,Skals,Villa,False,56.5555501440815,9.3966695510579,8832,3.395.000 ,713000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42734,Lynderup Strand 24,1200.0,Skals,Fritidsgrund,False,56.560974955872496,9.2946898338404,8832,250.000 ,713-01150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42794,Brombærvej 11,123.0,Rødkærsbro,Villa,True,56.35587831425139,9.5168679797774,8840,1.395.000 ,621001114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42795,Brandstrupvej 17,102.0,Rødkærsbro,Villa,False,56.3541343460097,9.5038333817531,8840,450.000 ,6210000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42796,"Brandstrup Søvej 5, Brandstrup",198.0,Rødkærsbro,Landejendom,False,56.3647400335956,9.5103447707955,8840,2.995.000 ,621100105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42797,Hindbærvej 29,885.0,Rødkærsbro,Helårsgrund,False,56.3558863958476,9.5181818406323,8840,190.000 ,621400034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42798,Hindbærvej 27,936.0,Rødkærsbro,Helårsgrund,False,56.35587478907539,9.5178203126434,8840,199.000 ,621400035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42799,Hindbærvej 25,980.0,Rødkærsbro,Helårsgrund,False,56.3555721451986,9.5178307758798,8840,199.000 ,621400036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42800,Hindbærvej 22,1222.0,Rødkærsbro,Helårsgrund,False,56.356181021342294,9.5186493265676,8840,239.000 ,621400033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42801,Nørre Langgade 35,149.0,Rødkærsbro,Villa,False,56.3540893852638,9.4979504811194,8840,1.095.000 ,621001153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42802,Hindbærvej 31,860.0,Rødkærsbro,Helårsgrund,False,56.3557237533891,9.5184663998616,8840,190.000 ,621400028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42803,Skovbærvej 5,816.0,Rødkærsbro,Helårsgrund,False,56.357182684720605,9.5156402865957,8840,190.000 ,621400024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42804,Skovbærvej 7,757.0,Rødkærsbro,Helårsgrund,False,56.35695887566651,9.5158355157296,8840,190.000 ,621400025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42822,Solvej 16,85.0,Bjerringbro,Villa,True,56.3687342616495,9.665477912916801,8850,995.000 ,6210000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42823,Vestergade 80,107.0,Bjerringbro,Villa,True,56.372122048373605,9.6378447129999,8850,895.000 ,6210000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42824,Hindbærkrattet 135,160.0,Bjerringbro,Villa,True,56.3875675796056,9.6606351469573,8850,2.750.000 ,6210000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42825,Fredensvej 37,167.0,Bjerringbro,Villa,True,56.3719803285986,9.648846629644199,8850,2.895.000 ,6210000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42826,Brogade 64,113.0,Bjerringbro,Villa,False,56.3669585068952,9.6623964950943,8850,1.450.000 ,6210000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42827,Gyvelvej 13,197.0,Bjerringbro,Villa,False,56.3846257177262,9.6619214898891,8850,1.695.000 ,6210000050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42828,"Ormstrupvej 5, Sahl",90.0,Bjerringbro,Villa,False,56.336835450757206,9.6395977979458,8850,645.000 ,6210000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42829,Åbrinken 21,130.0,Bjerringbro,Villa,False,56.37220532195129,9.668279581070198,8850,1.425.000 ,6210000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42830,Skovparken 20,114.0,Bjerringbro,Villa,False,56.3790449880543,9.647340585158,8850,1.525.000 ,621001186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42831,Engvejen (Frijord),12742.0,Bjerringbro,Helårsgrund,False,,,8850,335.000 ,621400032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42832,Elmevej 6,172.0,Bjerringbro,Villa,False,56.378227967781704,9.6700153006685,8850,1.975.000 ,621001088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42833,"Husbondvej 27, Tange",1334.0,Bjerringbro,Helårsgrund,False,56.354175830453904,9.585907015875,8850,250.000 ,6210000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42834,"Ringsøhøjvej 2A, Gerning",242.0,Bjerringbro,Landejendom,False,56.357866816423396,9.7214315500432,8850,1.695.000 ,621100093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42835,Stenbakken 25,198.0,Bjerringbro,Villa,False,56.3864067978657,9.6675090068759,8850,2.995.000 ,621001045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42836,Poppelvej 2A,112.0,Bjerringbro,Villa,False,,,8850,1.775.000 ,621600013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42837,Poppelvej 4E,115.0,Bjerringbro,Villa,False,56.378984620273,9.6640753307015,8850,1.825.000 ,621600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42838,Nyvangsvej 3B,115.0,Bjerringbro,Villa,False,,,8850,1.825.000 ,621600012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42839,Nyvangsvej 3A,115.0,Bjerringbro,Villa,False,,,8850,1.825.000 ,621600011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42840,Kildekrogen 3,156.0,Bjerringbro,Villa,False,56.37244734119229,9.636296197829198,8850,1.495.000 ,621001151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42841,Nørregade 58,150.0,Bjerringbro,Villa,False,56.379874186690394,9.6637902540141,8850,930.000 ,621001132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42842,Kingosvej 16,211.0,Bjerringbro,Villa,False,56.3762991262918,9.6332437606218,8850,1.625.000 ,621001148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42843,Tværgade 2A,68.0,Bjerringbro,Ejerlejlighed,False,56.3681235276666,9.6610193071296,8850,830.000 ,621300096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42844,Stærkærvej 12,164.0,Bjerringbro,Villa,False,56.3697850915915,9.663384661551401,8850,1.595.000 ,621001117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42845,Skovvejen 54,177.0,Bjerringbro,Villa,False,56.3797800199508,9.6515605981631,8850,1.575.000 ,621001122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42846,Stærkærvej 20,125.0,Bjerringbro,Villa,False,56.369990674041205,9.6649084113002,8850,1.198.000 ,621001090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42847,Ellekrattet 1,198.0,Bjerringbro,Villa,False,56.38335074799371,9.657455634369999,8850,1.675.000 ,621001101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42848,"Brogade 3, 1.",60.0,Bjerringbro,Ejerlejlighed,False,56.3739190930371,9.6558705190648,8850,395.000 ,621300090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42849,Brorsonsvej 12,183.0,Bjerringbro,Villa,False,56.378239960919196,9.6327900082842,8850,1.585.000 ,621001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42850,Nørrehedevej 3,211.0,Bjerringbro,Villa,False,56.3507812632449,9.580138674211499,8850,2.999.000 ,621100089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42851,Enghavevej 9E,62.0,Bjerringbro,Ejerlejlighed,False,56.37215836540871,9.6550056688789,8850,635.000 ,621300075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42852,Skovbakkevej 25,171.0,Bjerringbro,Villa,False,56.379314403417794,9.6560827195404,8850,1.295.000 ,621001019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42853,Norevej 11,178.0,Bjerringbro,Villa,False,56.380100749549996,9.6554517287879,8850,1.375.000 ,621000974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42854,"Mirabellevej 5, Mammen",136.0,Bjerringbro,Villa,False,56.4095986642354,9.616353072710499,8850,975.000 ,621001006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42855,Poul Due Jensens Vej 4,203.0,Bjerringbro,Villa,False,56.3797547960624,9.6643243438887,8850,1.250.000 ,621000996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42856,"Husrækken 13, Mammen",173.0,Bjerringbro,Villa,False,56.412020966090495,9.576976412168401,8850,1.395.000 ,621100015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42857,Skovparken 14,409.0,Bjerringbro,Helårsgrund,False,56.379251425045396,9.646312738401999,8850,445.000 ,62140008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42975,"Ulstrupvej 61, Torup",130.0,Ulstrup,Villa,False,56.396393064278605,9.8032927511697,8860,445.000 ,6210000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42976,"Kærvej 7, Danstrup",274.0,Ulstrup,Landejendom,False,56.372187897326896,9.724600174315599,8860,2.695.000 ,621500071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42977,"Lykkevej 9, Sdr Vinge",136.0,Ulstrup,Villa,False,56.4118302460584,9.7705086346225,8860,1.595.000 ,621100102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42978,"Mads Møllersvej 10, Sdr Vinge",162.0,Ulstrup,Landejendom,False,56.4155622956318,9.781425832482599,8860,1.275.000 ,621500101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42979,"Kræmmervejen 12, Vellev",125.0,Ulstrup,Villa,False,56.367590049089,9.8180984406546,8860,995.000 ,621001133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43045,Godset 19,866.0,Langå,Helårsgrund,False,56.3845203793411,9.8860046341954,8870,995.000 ,6010000193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43046,"Laksevej 2, Væth",485.0,Langå,Villa,False,56.402337162632705,9.941778507348198,8870,3.495.000 ,601A00109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43047,"Bøgebakken 24, Stevnstrup",177.0,Langå,Villa,False,56.43684755574229,9.9496023628139,8870,3.795.000 ,601S01002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43048,Granslevbyvej 38B,63.0,Langå,Villa,False,56.3254848905974,9.9062501676294,8870,498.000 ,608-00477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43049,"Sognevej 31, Granslev",190.0,Langå,Villa,False,56.3334863874596,9.9029024863246,8870,2.598.000 ,608-00656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43050,"Houlbjergvej 18, Houlbjerg",100.0,Langå,Villa,False,56.3470979468116,9.873092073926001,8870,399.000 ,608-00766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43051,"Hørvænget 6, Bøstrup",250.0,Langå,Villa,False,56.3184421072858,9.8709829529714,8870,995.000 ,608-00749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43161,"Pramdragerparken 35, Truust",72.0,Fårvang,Fritidshus,False,56.280908469336204,9.670037089862198,8882,725.000 ,6320000138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
